year,id,state,month,number,date
2003,4,Amapa,Junho,0,2003-01-01
2004,4,Amapa,Junho,5,2004-01-01
2005,4,Amapa,Junho,2,2005-01-01
2006,4,Amapa,Junho,0,2006-01-01
2007,4,Amapa,Junho,0,2007-01-01
2008,4,Amapa,Junho,0,2008-01-01
2009,4,Amapa,Junho,1,2009-01-01
2010,4,Amapa,Junho,0,2010-01-01
2011,4,Amapa,Junho,0,2011-01-01
2012,4,Amapa,Junho,7,2012-01-01
2013,4,Amapa,Junho,1,2013-01-01
2014,4,Amapa,Junho,0,2014-01-01
2015,4,Amapa,Junho,3,2015-01-01
2016,4,Amapa,Junho,2,2016-01-01
2017,4,Amapa,Junho,2,2017-01-01
1998,4,Amapa,Julho,0,1998-01-01
1999,4,Amapa,Julho,0,1999-01-01
2000,4,Amapa,Julho,0,2000-01-01
2001,4,Amapa,Julho,1,2001-01-01
2002,4,Amapa,Julho,1,2002-01-01
2003,4,Amapa,Julho,0,2003-01-01
2004,4,Amapa,Julho,2,2004-01-01
2005,4,Amapa,Julho,0,2005-01-01
2006,4,Amapa,Julho,0,2006-01-01
2007,4,Amapa,Julho,0,2007-01-01
2008,4,Amapa,Julho,0,2008-01-01
2009,4,Amapa,Julho,4,2009-01-01
2010,4,Amapa,Julho,2,2010-01-01
2011,4,Amapa,Julho,5,2011-01-01
2012,4,Amapa,Julho,3,2012-01-01
2013,4,Amapa,Julho,1,2013-01-01
2014,4,Amapa,Julho,4,2014-01-01
2015,4,Amapa,Julho,5,2015-01-01
2016,4,Amapa,Julho,1,2016-01-01
2017,4,Amapa,Julho,3,2017-01-01
1998,4,Amapa,Agosto,1,1998-01-01
1999,4,Amapa,Agosto,0,1999-01-01
2000,4,Amapa,Agosto,3,2000-01-01
2001,4,Amapa,Agosto,12,2001-01-01
2002,4,Amapa,Agosto,18,2002-01-01
2003,4,Amapa,Agosto,14,2003-01-01
2004,4,Amapa,Agosto,9,2004-01-01
2005,4,Amapa,Agosto,4,2005-01-01
2006,4,Amapa,Agosto,11,2006-01-01
2007,4,Amapa,Agosto,5,2007-01-01
2008,4,Amapa,Agosto,4,2008-01-01
2009,4,Amapa,Agosto,20,2009-01-01
2010,4,Amapa,Agosto,1,2010-01-01
2011,4,Amapa,Agosto,16,2011-01-01
2012,4,Amapa,Agosto,19,2012-01-01
2013,4,Amapa,Agosto,9,2013-01-01
2014,4,Amapa,Agosto,18,2014-01-01
2015,4,Amapa,Agosto,40,2015-01-01
2016,4,Amapa,Agosto,37,2016-01-01
2017,4,Amapa,Agosto,33,2017-01-01
1998,4,Amapa,Setembro,20,1998-01-01
1999,4,Amapa,Setembro,4,1999-01-01
2000,4,Amapa,Setembro,19,2000-01-01
2001,4,Amapa,Setembro,95,2001-01-01
2002,4,Amapa,Setembro,73,2002-01-01
2003,4,Amapa,Setembro,88,2003-01-01
2004,4,Amapa,Setembro,67,2004-01-01
2005,4,Amapa,Setembro,97,2005-01-01
2006,4,Amapa,Setembro,112,2006-01-01
2007,4,Amapa,Setembro,61,2007-01-01
2008,4,Amapa,Setembro,83,2008-01-01
2009,4,Amapa,Setembro,188,2009-01-01
2010,4,Amapa,Setembro,63,2010-01-01
2011,4,Amapa,Setembro,128,2011-01-01
2012,4,Amapa,Setembro,168,2012-01-01
2013,4,Amapa,Setembro,85,2013-01-01
2014,4,Amapa,Setembro,137,2014-01-01
2015,4,Amapa,Setembro,192,2015-01-01
2016,4,Amapa,Setembro,142,2016-01-01
2017,4,Amapa,Setembro,95,2017-01-01
1998,4,Amapa,Outubro,42,1998-01-01
1999,4,Amapa,Outubro,25,1999-01-01
2000,4,Amapa,Outubro,42,2000-01-01
2001,4,Amapa,Outubro,194,2001-01-01
2002,4,Amapa,Outubro,557,2002-01-01
2003,4,Amapa,Outubro,355,2003-01-01
2004,4,Amapa,Outubro,412,2004-01-01
2005,4,Amapa,Outubro,335,2005-01-01
2006,4,Amapa,Outubro,405,2006-01-01
2007,4,Amapa,Outubro,162,2007-01-01
2008,4,Amapa,Outubro,395,2008-01-01
2009,4,Amapa,Outubro,765,2009-01-01
2010,4,Amapa,Outubro,265,2010-01-01
2011,4,Amapa,Outubro,304,2011-01-01
2012,4,Amapa,Outubro,475,2012-01-01
2013,4,Amapa,Outubro,385,2013-01-01
2014,4,Amapa,Outubro,480,2014-01-01
2015,4,Amapa,Outubro,827,2015-01-01
2016,4,Amapa,Outubro,793,2016-01-01
2017,4,Amapa,Outubro,468,2017-01-01
1998,4,Amapa,Novembro,131,1998-01-01
1999,4,Amapa,Novembro,26,1999-01-01
2000,4,Amapa,Novembro,157,2000-01-01
2001,4,Amapa,Novembro,406,2001-01-01
2002,4,Amapa,Novembro,1.096,2002-01-01
2003,4,Amapa,Novembro,750,2003-01-01
2004,4,Amapa,Novembro,949,2004-01-01
2005,4,Amapa,Novembro,685,2005-01-01
2006,4,Amapa,Novembro,207,2006-01-01
2007,4,Amapa,Novembro,198,2007-01-01
2008,4,Amapa,Novembro,266,2008-01-01
2009,4,Amapa,Novembro,1.019,2009-01-01
2010,4,Amapa,Novembro,339,2010-01-01
2011,4,Amapa,Novembro,282,2011-01-01
2012,4,Amapa,Novembro,969,2012-01-01
2013,4,Amapa,Novembro,341,2013-01-01
2014,4,Amapa,Novembro,484,2014-01-01
2015,4,Amapa,Novembro,1.3,2015-01-01
2016,4,Amapa,Novembro,1.161,2016-01-01
2017,4,Amapa,Novembro,858,2017-01-01
1998,4,Amapa,Dezembro,84,1998-01-01
1999,4,Amapa,Dezembro,41,1999-01-01
2000,4,Amapa,Dezembro,30,2000-01-01
2001,4,Amapa,Dezembro,593,2001-01-01
2002,4,Amapa,Dezembro,200,2002-01-01
2003,4,Amapa,Dezembro,411,2003-01-01
2004,4,Amapa,Dezembro,777,2004-01-01
2005,4,Amapa,Dezembro,38,2005-01-01
2006,4,Amapa,Dezembro,74,2006-01-01
2007,4,Amapa,Dezembro,14,2007-01-01
2008,4,Amapa,Dezembro,32,2008-01-01
2009,4,Amapa,Dezembro,123,2009-01-01
2010,4,Amapa,Dezembro,43,2010-01-01
2011,4,Amapa,Dezembro,360,2011-01-01
2012,4,Amapa,Dezembro,422,2012-01-01
2013,4,Amapa,Dezembro,148,2013-01-01
2014,4,Amapa,Dezembro,354,2014-01-01
2015,4,Amapa,Dezembro,269,2015-01-01
2016,4,Amapa,Dezembro,491,2016-01-01
1998,3,Amazonas,Janeiro,0,1998-01-01
1999,3,Amazonas,Janeiro,3,1999-01-01
2000,3,Amazonas,Janeiro,7,2000-01-01
2001,3,Amazonas,Janeiro,3,2001-01-01
2002,3,Amazonas,Janeiro,17,2002-01-01
2003,3,Amazonas,Janeiro,158,2003-01-01
2004,3,Amazonas,Janeiro,123,2004-01-01
2005,3,Amazonas,Janeiro,44,2005-01-01
2006,3,Amazonas,Janeiro,20,2006-01-01
2007,3,Amazonas,Janeiro,37,2007-01-01
2008,3,Amazonas,Janeiro,16,2008-01-01
2009,3,Amazonas,Janeiro,9,2009-01-01
2010,3,Amazonas,Janeiro,82,2010-01-01
2011,3,Amazonas,Janeiro,53,2011-01-01
2012,3,Amazonas,Janeiro,6,2012-01-01
2013,3,Amazonas,Janeiro,37,2013-01-01
2014,3,Amazonas,Janeiro,46,2014-01-01
2015,3,Amazonas,Janeiro,35,2015-01-01
2016,3,Amazonas,Janeiro,770,2016-01-01
2017,3,Amazonas,Janeiro,65,2017-01-01
1998,3,Amazonas,Fevereiro,0,1998-01-01
1999,3,Amazonas,Fevereiro,43,1999-01-01
2000,3,Amazonas,Fevereiro,62,2000-01-01
2001,3,Amazonas,Fevereiro,8,2001-01-01
2002,3,Amazonas,Fevereiro,2,2002-01-01
2003,3,Amazonas,Fevereiro,62,2003-01-01
2004,3,Amazonas,Fevereiro,92,2004-01-01
2005,3,Amazonas,Fevereiro,6,2005-01-01
2006,3,Amazonas,Fevereiro,10,2006-01-01
2007,3,Amazonas,Fevereiro,92,2007-01-01
2008,3,Amazonas,Fevereiro,32,2008-01-01
2009,3,Amazonas,Fevereiro,3,2009-01-01
2010,3,Amazonas,Fevereiro,81,2010-01-01
2011,3,Amazonas,Fevereiro,30,2011-01-01
2012,3,Amazonas,Fevereiro,25,2012-01-01
2013,3,Amazonas,Fevereiro,16,2013-01-01
2014,3,Amazonas,Fevereiro,49,2014-01-01
2015,3,Amazonas,Fevereiro,107,2015-01-01
2016,3,Amazonas,Fevereiro,275,2016-01-01
2017,3,Amazonas,Fevereiro,52,2017-01-01
1998,3,Amazonas,Março,0,1998-01-01
1999,3,Amazonas,Março,7,1999-01-01
2000,3,Amazonas,Março,69,2000-01-01
2001,3,Amazonas,Março,6,2001-01-01
2002,3,Amazonas,Março,5,2002-01-01
2003,3,Amazonas,Março,64,2003-01-01
2004,3,Amazonas,Março,6,2004-01-01
2005,3,Amazonas,Março,12,2005-01-01
2006,3,Amazonas,Março,20,2006-01-01
2007,3,Amazonas,Março,6,2007-01-01
2008,3,Amazonas,Março,10,2008-01-01
2009,3,Amazonas,Março,11,2009-01-01
2010,3,Amazonas,Março,116,2010-01-01
2011,3,Amazonas,Março,49,2011-01-01
2012,3,Amazonas,Março,17,2012-01-01
2013,3,Amazonas,Março,49,2013-01-01
2014,3,Amazonas,Março,50,2014-01-01
2015,3,Amazonas,Março,46,2015-01-01
2016,3,Amazonas,Março,140,2016-01-01
2017,3,Amazonas,Março,45,2017-01-01
1998,3,Amazonas,Abril,0,1998-01-01
1999,3,Amazonas,Abril,2,1999-01-01
2000,3,Amazonas,Abril,18,2000-01-01
2001,3,Amazonas,Abril,1,2001-01-01
2002,3,Amazonas,Abril,2,2002-01-01
2003,3,Amazonas,Abril,11,2003-01-01
2004,3,Amazonas,Abril,4,2004-01-01
2005,3,Amazonas,Abril,5,2005-01-01
2006,3,Amazonas,Abril,5,2006-01-01
2007,3,Amazonas,Abril,0,2007-01-01
2008,3,Amazonas,Abril,13,2008-01-01
2009,3,Amazonas,Abril,1,2009-01-01
2010,3,Amazonas,Abril,11,2010-01-01
2011,3,Amazonas,Abril,5,2011-01-01
2012,3,Amazonas,Abril,3,2012-01-01
2013,3,Amazonas,Abril,20,2013-01-01
2014,3,Amazonas,Abril,25,2014-01-01
2015,3,Amazonas,Abril,24,2015-01-01
2016,3,Amazonas,Abril,22,2016-01-01
2017,3,Amazonas,Abril,20,2017-01-01
1998,3,Amazonas,Maio,0,1998-01-01
1999,3,Amazonas,Maio,0,1999-01-01
2000,3,Amazonas,Maio,51,2000-01-01
2001,3,Amazonas,Maio,0,2001-01-01
2002,3,Amazonas,Maio,8,2002-01-01
2003,3,Amazonas,Maio,2,2003-01-01
2004,3,Amazonas,Maio,0,2004-01-01
2005,3,Amazonas,Maio,8,2005-01-01
2006,3,Amazonas,Maio,4,2006-01-01
2007,3,Amazonas,Maio,0,2007-01-01
2008,3,Amazonas,Maio,1,2008-01-01
2009,3,Amazonas,Maio,3,2009-01-01
2010,3,Amazonas,Maio,13,2010-01-01
2011,3,Amazonas,Maio,6,2011-01-01
2012,3,Amazonas,Maio,12,2012-01-01
2013,3,Amazonas,Maio,19,2013-01-01
2014,3,Amazonas,Maio,12,2014-01-01
2015,3,Amazonas,Maio,10,2015-01-01
2016,3,Amazonas,Maio,30,2016-01-01
2017,3,Amazonas,Maio,40,2017-01-01
1998,3,Amazonas,Junho,2,1998-01-01
1999,3,Amazonas,Junho,7,1999-01-01
2000,3,Amazonas,Junho,6,2000-01-01
2001,3,Amazonas,Junho,5,2001-01-01
2002,3,Amazonas,Junho,5,2002-01-01
2003,3,Amazonas,Junho,3,2003-01-01
2004,3,Amazonas,Junho,12,2004-01-01
2005,3,Amazonas,Junho,78,2005-01-01
2006,3,Amazonas,Junho,9,2006-01-01
2007,3,Amazonas,Junho,23,2007-01-01
2008,3,Amazonas,Junho,7,2008-01-01
2009,3,Amazonas,Junho,13,2009-01-01
2010,3,Amazonas,Junho,9,2010-01-01
2011,3,Amazonas,Junho,22,2011-01-01
2012,3,Amazonas,Junho,45,2012-01-01
2013,3,Amazonas,Junho,56,2013-01-01
2014,3,Amazonas,Junho,74,2014-01-01
2015,3,Amazonas,Junho,33,2015-01-01
2016,3,Amazonas,Junho,90,2016-01-01
2017,3,Amazonas,Junho,119,2017-01-01
1998,3,Amazonas,Julho,71,1998-01-01
1999,3,Amazonas,Julho,11,1999-01-01
2000,3,Amazonas,Julho,39,2000-01-01
2001,3,Amazonas,Julho,9,2001-01-01
2002,3,Amazonas,Julho,146,2002-01-01
2003,3,Amazonas,Julho,180,2003-01-01
2004,3,Amazonas,Julho,177,2004-01-01
2005,3,Amazonas,Julho,676,2005-01-01
2006,3,Amazonas,Julho,123,2006-01-01
2007,3,Amazonas,Julho,116,2007-01-01
2008,3,Amazonas,Julho,108,2008-01-01
2009,3,Amazonas,Julho,199,2009-01-01
2010,3,Amazonas,Julho,640,2010-01-01
2011,3,Amazonas,Julho,271,2011-01-01
2012,3,Amazonas,Julho,234,2012-01-01
2013,3,Amazonas,Julho,248,2013-01-01
2014,3,Amazonas,Julho,202,2014-01-01
2015,3,Amazonas,Julho,356,2015-01-01
2016,3,Amazonas,Julho,1.137,2016-01-01
2017,3,Amazonas,Julho,1.975,2017-01-01
1998,3,Amazonas,Agosto,321,1998-01-01
1999,3,Amazonas,Agosto,259,1999-01-01
2000,3,Amazonas,Agosto,180,2000-01-01
2001,3,Amazonas,Agosto,501,2001-01-01
2002,3,Amazonas,Agosto,741,2002-01-01
2003,3,Amazonas,Agosto,1.867,2003-01-01
2004,3,Amazonas,Agosto,1.207,2004-01-01
2005,3,Amazonas,Agosto,2.316,2005-01-01
2006,3,Amazonas,Agosto,1.422,2006-01-01
2007,3,Amazonas,Agosto,2.241,2007-01-01
2008,3,Amazonas,Agosto,861,2008-01-01
2009,3,Amazonas,Agosto,1.321,2009-01-01
2010,3,Amazonas,Agosto,3.727,2010-01-01
2011,3,Amazonas,Agosto,1.243,2011-01-01
2012,3,Amazonas,Agosto,3.011,2012-01-01
2013,3,Amazonas,Agosto,1.276,2013-01-01
2014,3,Amazonas,Agosto,3.852,2014-01-01
2015,3,Amazonas,Agosto,4.564,2015-01-01
2016,3,Amazonas,Agosto,3.611,2016-01-01
2017,3,Amazonas,Agosto,6.316,2017-01-01
1998,3,Amazonas,Setembro,267,1998-01-01
1999,3,Amazonas,Setembro,216,1999-01-01
2000,3,Amazonas,Setembro,189,2000-01-01
2001,3,Amazonas,Setembro,166,2001-01-01
2002,3,Amazonas,Setembro,928,2002-01-01
2003,3,Amazonas,Setembro,1.401,2003-01-01
2004,3,Amazonas,Setembro,911,2004-01-01
2005,3,Amazonas,Setembro,2.812,2005-01-01
2006,3,Amazonas,Setembro,2.218,2006-01-01
2007,3,Amazonas,Setembro,1.36,2007-01-01
2008,3,Amazonas,Setembro,998,2008-01-01
2009,3,Amazonas,Setembro,3.091,2009-01-01
2010,3,Amazonas,Setembro,2.781,2010-01-01
2011,3,Amazonas,Setembro,1.295,2011-01-01
2012,3,Amazonas,Setembro,2.392,2012-01-01
2013,3,Amazonas,Setembro,1.739,2013-01-01
2014,3,Amazonas,Setembro,3.057,2014-01-01
2015,3,Amazonas,Setembro,5.882,2015-01-01
2016,3,Amazonas,Setembro,3.119,2016-01-01
2017,3,Amazonas,Setembro,4.033,2017-01-01
1998,3,Amazonas,Outubro,83,1998-01-01
1999,3,Amazonas,Outubro,479,1999-01-01
2000,3,Amazonas,Outubro,145,2000-01-01
2001,3,Amazonas,Outubro,332,2001-01-01
2002,3,Amazonas,Outubro,695,2002-01-01
2003,3,Amazonas,Outubro,725,2003-01-01
2004,3,Amazonas,Outubro,710,2004-01-01
2005,3,Amazonas,Outubro,545,2005-01-01
2006,3,Amazonas,Outubro,721,2006-01-01
2007,3,Amazonas,Outubro,215,2007-01-01
2008,3,Amazonas,Outubro,632,2008-01-01
2009,3,Amazonas,Outubro,2.189,2009-01-01
2010,3,Amazonas,Outubro,889,2010-01-01
2011,3,Amazonas,Outubro,694,2011-01-01
2012,3,Amazonas,Outubro,1.238,2012-01-01
2013,3,Amazonas,Outubro,1.202,2013-01-01
2014,3,Amazonas,Outubro,952,2014-01-01
2015,3,Amazonas,Outubro,2.494,2015-01-01
2016,3,Amazonas,Outubro,2.105,2016-01-01
2017,3,Amazonas,Outubro,1.581,2017-01-01
1998,3,Amazonas,Novembro,6,1998-01-01
1999,3,Amazonas,Novembro,32,1999-01-01
2000,3,Amazonas,Novembro,27,2000-01-01
2001,3,Amazonas,Novembro,244,2001-01-01
2002,3,Amazonas,Novembro,259,2002-01-01
2003,3,Amazonas,Novembro,169,2003-01-01
2004,3,Amazonas,Novembro,209,2004-01-01
2005,3,Amazonas,Novembro,261,2005-01-01
2006,3,Amazonas,Novembro,59,2006-01-01
2007,3,Amazonas,Novembro,90,2007-01-01
2008,3,Amazonas,Novembro,39,2008-01-01
2009,3,Amazonas,Novembro,973,2009-01-01
2010,3,Amazonas,Novembro,354,2010-01-01
2011,3,Amazonas,Novembro,399,2011-01-01
2012,3,Amazonas,Novembro,682,2012-01-01
2013,3,Amazonas,Novembro,220,2013-01-01
2014,3,Amazonas,Novembro,676,2014-01-01
2015,3,Amazonas,Novembro,1.054,2015-01-01
2016,3,Amazonas,Novembro,591,2016-01-01
2017,3,Amazonas,Novembro,552,2017-01-01
1998,3,Amazonas,Dezembro,196,1998-01-01
1999,3,Amazonas,Dezembro,2,1999-01-01
2000,3,Amazonas,Dezembro,60,2000-01-01
2001,3,Amazonas,Dezembro,22,2001-01-01
2002,3,Amazonas,Dezembro,44,2002-01-01
2003,3,Amazonas,Dezembro,147,2003-01-01
2004,3,Amazonas,Dezembro,53,2004-01-01
2005,3,Amazonas,Dezembro,17,2005-01-01
2006,3,Amazonas,Dezembro,23,2006-01-01
2007,3,Amazonas,Dezembro,7,2007-01-01
2008,3,Amazonas,Dezembro,0,2008-01-01
2009,3,Amazonas,Dezembro,102,2009-01-01
2010,3,Amazonas,Dezembro,123,2010-01-01
2011,3,Amazonas,Dezembro,121,2011-01-01
2012,3,Amazonas,Dezembro,80,2012-01-01
2013,3,Amazonas,Dezembro,236,2013-01-01
2014,3,Amazonas,Dezembro,293,2014-01-01
2015,3,Amazonas,Dezembro,565,2015-01-01
2016,3,Amazonas,Dezembro,133,2016-01-01
1998,5,Bahia,Janeiro,0,1998-01-01
1999,5,Bahia,Janeiro,114,1999-01-01
2000,5,Bahia,Janeiro,31,2000-01-01
2001,5,Bahia,Janeiro,24,2001-01-01
2002,5,Bahia,Janeiro,125,2002-01-01
2003,5,Bahia,Janeiro,439,2003-01-01
2004,5,Bahia,Janeiro,158,2004-01-01
2005,5,Bahia,Janeiro,303,2005-01-01
2006,5,Bahia,Janeiro,225,2006-01-01
2007,5,Bahia,Janeiro,373,2007-01-01
2008,5,Bahia,Janeiro,314,2008-01-01
2009,5,Bahia,Janeiro,177,2009-01-01
2010,5,Bahia,Janeiro,297,2010-01-01
2011,5,Bahia,Janeiro,101,2011-01-01
2012,5,Bahia,Janeiro,179,2012-01-01
2013,5,Bahia,Janeiro,125,2013-01-01
2014,5,Bahia,Janeiro,132,2014-01-01
2015,5,Bahia,Janeiro,256,2015-01-01
2016,5,Bahia,Janeiro,285,2016-01-01
2017,5,Bahia,Janeiro,154,2017-01-01
1998,5,Bahia,Fevereiro,0,1998-01-01
1999,5,Bahia,Fevereiro,157,1999-01-01
2000,5,Bahia,Fevereiro,32,2000-01-01
2001,5,Bahia,Fevereiro,101,2001-01-01
2002,5,Bahia,Fevereiro,204,2002-01-01
2003,5,Bahia,Fevereiro,223,2003-01-01
2004,5,Bahia,Fevereiro,122,2004-01-01
2005,5,Bahia,Fevereiro,143,2005-01-01
2006,5,Bahia,Fevereiro,277,2006-01-01
2007,5,Bahia,Fevereiro,113,2007-01-01
2008,5,Bahia,Fevereiro,235,2008-01-01
2009,5,Bahia,Fevereiro,117,2009-01-01
2010,5,Bahia,Fevereiro,206,2010-01-01
2011,5,Bahia,Fevereiro,156,2011-01-01
2012,5,Bahia,Fevereiro,200,2012-01-01
2013,5,Bahia,Fevereiro,231,2013-01-01
2014,5,Bahia,Fevereiro,107,2014-01-01
2015,5,Bahia,Fevereiro,143,2015-01-01
2016,5,Bahia,Fevereiro,418,2016-01-01
2017,5,Bahia,Fevereiro,100,2017-01-01
1998,5,Bahia,Março,0,1998-01-01
1999,5,Bahia,Março,83,1999-01-01
2000,5,Bahia,Março,65,2000-01-01
2001,5,Bahia,Março,4,2001-01-01
2002,5,Bahia,Março,146,2002-01-01
2003,5,Bahia,Março,274,2003-01-01
2004,5,Bahia,Março,115,2004-01-01
2005,5,Bahia,Março,158,2005-01-01
2006,5,Bahia,Março,199,2006-01-01
2007,5,Bahia,Março,141,2007-01-01
2008,5,Bahia,Março,135,2008-01-01
2009,5,Bahia,Março,249,2009-01-01
2010,5,Bahia,Março,156,2010-01-01
2011,5,Bahia,Março,90,2011-01-01
2012,5,Bahia,Março,404,2012-01-01
2013,5,Bahia,Março,363,2013-01-01
2014,5,Bahia,Março,148,2014-01-01
2015,5,Bahia,Março,229,2015-01-01
2016,5,Bahia,Março,281,2016-01-01
2017,5,Bahia,Março,163,2017-01-01
1998,5,Bahia,Abril,0,1998-01-01
1999,5,Bahia,Abril,55,1999-01-01
2000,5,Bahia,Abril,23,2000-01-01
2001,5,Bahia,Abril,26,2001-01-01
2002,5,Bahia,Abril,110,2002-01-01
2003,5,Bahia,Abril,376,2003-01-01
2004,5,Bahia,Abril,89,2004-01-01
2005,5,Bahia,Abril,76,2005-01-01
2006,5,Bahia,Abril,60,2006-01-01
2007,5,Bahia,Abril,64,2007-01-01
2008,5,Bahia,Abril,151,2008-01-01
2009,5,Bahia,Abril,40,2009-01-01
2010,5,Bahia,Abril,103,2010-01-01
2011,5,Bahia,Abril,149,2011-01-01
2012,5,Bahia,Abril,396,2012-01-01
2013,5,Bahia,Abril,108,2013-01-01
2014,5,Bahia,Abril,183,2014-01-01
2015,5,Bahia,Abril,190,2015-01-01
2016,5,Bahia,Abril,217,2016-01-01
2017,5,Bahia,Abril,94,2017-01-01
1998,5,Bahia,Maio,0,1998-01-01
1999,5,Bahia,Maio,76,1999-01-01
2000,5,Bahia,Maio,71,2000-01-01
2001,5,Bahia,Maio,85,2001-01-01
2002,5,Bahia,Maio,166,2002-01-01
2003,5,Bahia,Maio,106,2003-01-01
2004,5,Bahia,Maio,124,2004-01-01
2005,5,Bahia,Maio,120,2005-01-01
2006,5,Bahia,Maio,43,2006-01-01
2007,5,Bahia,Maio,161,2007-01-01
2008,5,Bahia,Maio,56,2008-01-01
2009,5,Bahia,Maio,34,2009-01-01
2010,5,Bahia,Maio,198,2010-01-01
2011,5,Bahia,Maio,189,2011-01-01
2012,5,Bahia,Maio,326,2012-01-01
2013,5,Bahia,Maio,141,2013-01-01
2014,5,Bahia,Maio,224,2014-01-01
2015,5,Bahia,Maio,144,2015-01-01
2016,5,Bahia,Maio,259,2016-01-01
2017,5,Bahia,Maio,121,2017-01-01
1998,5,Bahia,Junho,55,1998-01-01
1999,5,Bahia,Junho,64,1999-01-01
2000,5,Bahia,Junho,178,2000-01-01
2001,5,Bahia,Junho,98,2001-01-01
2002,5,Bahia,Junho,118,2002-01-01
2003,5,Bahia,Junho,140,2003-01-01
2004,5,Bahia,Junho,289,2004-01-01
2005,5,Bahia,Junho,211,2005-01-01
2006,5,Bahia,Junho,68,2006-01-01
2007,5,Bahia,Junho,270,2007-01-01
2008,5,Bahia,Junho,72,2008-01-01
2009,5,Bahia,Junho,92,2009-01-01
2010,5,Bahia,Junho,192,2010-01-01
2011,5,Bahia,Junho,345,2011-01-01
2012,5,Bahia,Junho,385,2012-01-01
2013,5,Bahia,Junho,208,2013-01-01
2014,5,Bahia,Junho,243,2014-01-01
2015,5,Bahia,Junho,242,2015-01-01
2016,5,Bahia,Junho,416,2016-01-01
2017,5,Bahia,Junho,329,2017-01-01
1998,5,Bahia,Julho,219,1998-01-01
1999,5,Bahia,Julho,107,1999-01-01
2000,5,Bahia,Julho,202,2000-01-01
2001,5,Bahia,Julho,248,2001-01-01
2002,5,Bahia,Julho,549,2002-01-01
2003,5,Bahia,Julho,261,2003-01-01
2004,5,Bahia,Julho,310,2004-01-01
2005,5,Bahia,Julho,269,2005-01-01
2006,5,Bahia,Julho,229,2006-01-01
2007,5,Bahia,Julho,811,2007-01-01
2008,5,Bahia,Julho,271,2008-01-01
2009,5,Bahia,Julho,321,2009-01-01
2010,5,Bahia,Julho,519,2010-01-01
2011,5,Bahia,Julho,578,2011-01-01
2012,5,Bahia,Julho,906,2012-01-01
2013,5,Bahia,Julho,362,2013-01-01
2014,5,Bahia,Julho,249,2014-01-01
2015,5,Bahia,Julho,306,2015-01-01
2016,5,Bahia,Julho,345,2016-01-01
2017,5,Bahia,Julho,300,2017-01-01
1998,5,Bahia,Agosto,815,1998-01-01
1999,5,Bahia,Agosto,453,1999-01-01
2000,5,Bahia,Agosto,633,2000-01-01
2001,5,Bahia,Agosto,979,2001-01-01
2002,5,Bahia,Agosto,1.827,2002-01-01
2003,5,Bahia,Agosto,1.039,2003-01-01
2004,5,Bahia,Agosto,1.43,2004-01-01
2005,5,Bahia,Agosto,948,2005-01-01
2006,5,Bahia,Agosto,995,2006-01-01
2007,5,Bahia,Agosto,3.734,2007-01-01
2008,5,Bahia,Agosto,611,2008-01-01
2009,5,Bahia,Agosto,439,2009-01-01
2010,5,Bahia,Agosto,2.423,2010-01-01
2011,5,Bahia,Agosto,1.795,2011-01-01
2012,5,Bahia,Agosto,1.835,2012-01-01
2013,5,Bahia,Agosto,610,2013-01-01
2014,5,Bahia,Agosto,674,2014-01-01
2015,5,Bahia,Agosto,829,2015-01-01
2016,5,Bahia,Agosto,724,2016-01-01
2017,5,Bahia,Agosto,1.018,2017-01-01
1998,5,Bahia,Setembro,2.718,1998-01-01
1999,5,Bahia,Setembro,1.275,1999-01-01
2000,5,Bahia,Setembro,2.285,2000-01-01
2001,5,Bahia,Setembro,3.964,2001-01-01
2002,5,Bahia,Setembro,6.439,2002-01-01
2003,5,Bahia,Setembro,8.847,2003-01-01
2004,5,Bahia,Setembro,6.433,2004-01-01
2005,5,Bahia,Setembro,4.066,2005-01-01
2006,5,Bahia,Setembro,3.006,2006-01-01
2007,5,Bahia,Setembro,7.438,2007-01-01
2008,5,Bahia,Setembro,4.837,2008-01-01
2009,5,Bahia,Setembro,3.61,2009-01-01
2010,5,Bahia,Setembro,5.323,2010-01-01
2011,5,Bahia,Setembro,7.086,2011-01-01
2012,5,Bahia,Setembro,7.495,2012-01-01
2013,5,Bahia,Setembro,2.681,2013-01-01
2014,5,Bahia,Setembro,2.604,2014-01-01
2015,5,Bahia,Setembro,7.956,2015-01-01
2016,5,Bahia,Setembro,1.819,2016-01-01
2017,5,Bahia,Setembro,1.791,2017-01-01
1998,5,Bahia,Outubro,1.969,1998-01-01
1999,5,Bahia,Outubro,1.307,1999-01-01
2000,5,Bahia,Outubro,3.35,2000-01-01
2001,5,Bahia,Outubro,1.687,2001-01-01
2002,5,Bahia,Outubro,5.414,2002-01-01
2003,5,Bahia,Outubro,4.264,2003-01-01
2004,5,Bahia,Outubro,4.81,2004-01-01
2005,5,Bahia,Outubro,8.405,2005-01-01
2006,5,Bahia,Outubro,2.079,2006-01-01
2007,5,Bahia,Outubro,4.981,2007-01-01
2008,5,Bahia,Outubro,7.691,2008-01-01
2009,5,Bahia,Outubro,2.552,2009-01-01
2010,5,Bahia,Outubro,5.264,2010-01-01
2011,5,Bahia,Outubro,2.166,2011-01-01
2012,5,Bahia,Outubro,4.607,2012-01-01
2013,5,Bahia,Outubro,1.969,2013-01-01
2014,5,Bahia,Outubro,2.763,2014-01-01
